Incident_ID,Fraud_Type_Code,Victim_District_Code,Time_of_Day_Code,Amount_Bracket_Code,Target_ATM_Zone_Code
INC-11739,0,6,0,1,0
INC-11740,0,8,2,1,3
INC-11741,6,5,3,2,4
INC-11742,1,2,1,1,7
INC-11743,5,1,2,3,7
INC-11744,5,3,3,3,1
INC-11745,5,9,3,3,6
INC-11746,4,4,0,2,1
INC-11747,1,7,1,1,9
INC-11748,4,7,3,2,7
INC-11749,7,9,2,2,6
INC-11750,4,9,3,2,2
INC-11751,2,0,1,0,7
INC-11752,5,9,3,2,5
INC-11753,7,3,0,1,3
INC-11754,3,5,3,3,6
INC-11755,3,7,3,3,4
INC-11756,7,7,3,1,6
INC-11757,3,3,3,3,6
INC-11758,1,4,2,1,0
INC-11759,4,5,0,2,9
INC-11760,3,8,2,3,7
INC-11761,3,3,3,3,1
INC-11762,7,4,0,2,0
INC-11763,7,8,1,2,8
INC-11764,0,8,1,0,0
INC-11765,0,8,1,1,0
INC-11766,4,3,3,1,8
INC-11767,7,3,0,1,4
INC-11768,2,0,1,0,3
INC-11769,3,9,3,2,6
INC-11770,5,5,3,3,9
INC-11771,6,7,3,3,9
INC-11772,3,1,3,3,1
INC-11773,7,9,0,2,1
INC-11774,2,3,1,1,7
INC-11775,7,7,1,2,7
INC-11776,6,2,3,2,4
INC-11777,2,5,1,0,7
INC-11778,0,3,1,1,2
INC-11779,5,4,3,2,1
INC-11780,1,0,3,1,4
INC-11781,3,3,3,2,2
INC-11782,7,10,1,2,2
INC-11783,0,6,1,1,0
INC-11784,4,7,0,2,7
INC-11785,7,1,0,1,0
INC-11786,2,2,1,1,3
INC-11787,1,0,2,1,0
INC-11788,2,4,0,1,3
INC-11789,1,10,3,0,3
INC-11790,3,7,3,3,6
INC-11791,4,3,3,2,1
INC-11792,0,7,1,1,3
INC-11793,3,8,3,3,1
INC-11794,4,4,0,1,7
INC-11795,3,7,3,3,1
INC-11796,5,6,3,3,9
INC-11797,0,8,1,1,4
INC-11798,6,10,0,3,6
INC-11799,7,8,1,2,2
INC-11800,7,5,3,2,7
INC-11801,2,6,2,0,3
INC-11802,5,8,2,2,6
INC-11803,1,10,1,0,0
INC-11804,7,5,1,2,9
INC-11805,6,5,3,3,4
INC-11806,2,9,2,1,3
INC-11807,2,4,3,1,9
INC-11808,1,3,0,1,3
INC-11809,4,3,3,2,1
INC-11810,6,0,3,3,6
INC-11811,0,2,0,1,7
INC-11812,2,6,2,0,2
INC-11813,0,2,1,0,2
INC-11814,7,6,2,2,7
INC-11815,0,4,1,0,2
INC-11816,6,3,3,3,6
INC-11817,5,1,3,3,4
INC-11818,6,6,3,3,6
INC-11819,1,9,1,0,3
INC-11820,2,2,2,1,2
INC-11821,5,7,3,3,9
INC-11822,4,5,0,1,9
INC-11823,5,2,3,3,1
INC-11824,6,8,3,3,4
INC-11825,3,4,3,3,1
INC-11826,1,6,1,1,7
INC-11827,4,6,1,1,7
INC-11828,4,0,3,1,0
INC-11829,4,6,3,1,8
INC-11830,0,5,2,1,2
INC-11831,7,5,2,2,1
INC-11832,5,0,3,3,4
INC-11833,0,0,2,1,0
INC-11834,7,9,0,2,0
INC-11835,6,5,3,3,6
INC-11836,1,7,0,1,7
INC-11837,6,3,3,3,1
INC-11838,5,3,3,3,1
INC-11839,2,2,2,0,7
INC-11840,1,4,1,0,2
INC-11841,7,5,3,2,7
INC-11842,2,7,2,1,5
INC-11843,6,3,3,3,6
INC-11844,2,1,1,1,2
INC-11845,2,10,1,1,0
INC-11846,1,5,2,0,4
INC-11847,5,1,3,3,4
INC-11848,1,5,1,0,2
INC-11849,6,0,3,3,4
INC-11850,3,10,3,2,4
INC-11851,7,6,3,2,2
INC-11852,4,4,0,1,0
INC-11853,4,2,0,2,0
INC-11854,2,8,0,0,5
INC-11855,1,2,3,1,1
INC-11856,3,2,3,3,9
INC-11857,6,4,1,3,3
INC-11858,6,10,1,3,2
INC-11859,2,5,2,1,3
INC-11860,2,1,0,0,7
INC-11861,7,3,1,1,3
INC-11862,5,5,3,3,9
INC-11863,5,4,2,3,8
INC-11864,5,3,3,3,9
INC-11865,3,0,0,3,7
INC-11866,6,0,3,3,1
INC-11867,5,0,3,3,1
INC-11868,7,4,1,2,4
INC-11869,0,5,1,0,3
INC-11870,7,7,3,2,0
INC-11871,3,2,1,3,1
INC-11872,4,10,0,1,4
INC-11873,7,5,3,2,9
INC-11874,3,2,3,3,4
INC-11875,0,5,0,1,5
INC-11876,1,2,0,1,2
INC-11877,5,2,3,3,1
INC-11878,6,0,3,3,9
INC-11879,4,6,0,2,0
INC-11880,4,8,0,1,4
INC-11881,2,3,0,0,8
INC-11882,4,7,2,2,9
INC-11883,3,1,3,3,8
INC-11884,7,5,2,2,5
INC-11885,6,2,3,3,1
INC-11886,6,4,3,2,4
INC-11887,5,10,1,3,7
INC-11888,5,0,3,3,6
INC-11889,3,1,3,3,4
INC-11890,5,10,3,3,9
INC-11891,2,5,1,1,0
INC-11892,0,5,2,1,3
INC-11893,7,10,3,1,3
INC-11894,0,10,2,1,0
INC-11895,7,1,1,2,2
INC-11896,0,4,2,0,2
INC-11897,0,3,2,1,7
INC-11898,7,10,0,1,5
INC-11899,4,7,3,2,2
INC-11900,5,1,3,3,6
INC-11901,3,10,0,3,0
INC-11902,3,6,3,3,9
INC-11903,1,7,1,1,3
INC-11904,1,9,0,1,5
INC-11905,0,5,2,1,4
INC-11906,6,4,3,2,4
INC-11907,5,2,3,3,6
INC-11908,3,9,3,2,9
INC-11909,6,0,3,3,4
INC-11910,5,4,3,3,6
INC-11911,1,10,1,0,0
INC-11912,1,6,1,1,3
INC-11913,2,9,1,0,0
INC-11914,3,6,0,3,5
INC-11915,5,9,0,2,8
INC-11916,0,7,2,0,5
INC-11917,7,2,3,2,7
INC-11918,5,3,3,3,9
INC-11919,5,7,3,3,6
INC-11920,7,0,1,2,3
INC-11921,4,7,0,2,4
INC-11922,3,9,0,3,6
INC-11923,6,7,3,3,1
INC-11924,0,4,3,1,3
INC-11925,7,8,3,2,5
INC-11926,3,6,2,2,7
INC-11927,6,6,2,3,9
INC-11928,6,3,3,3,1
INC-11929,4,8,2,2,3
INC-11930,0,6,2,0,3
INC-11931,5,7,3,3,1
INC-11932,2,3,0,1,4
INC-11933,5,1,3,3,4
INC-11934,4,0,3,1,0
INC-11935,2,0,0,1,7
INC-11936,6,10,3,3,2
INC-11937,2,8,0,1,7
INC-11938,5,9,3,3,1
INC-11939,5,3,3,2,6
INC-11940,2,5,2,1,3
INC-11941,0,0,0,0,9
INC-11942,6,9,3,3,1
INC-11943,4,4,0,2,2
INC-11944,7,5,0,2,5
INC-11945,0,5,1,1,2
INC-11946,7,5,1,2,7
INC-11947,3,9,2,3,7
INC-11948,3,2,3,3,6
INC-11949,4,6,3,2,8
INC-11950,7,3,0,1,0
INC-11951,0,7,0,0,6
INC-11952,1,2,2,1,3
INC-11953,0,9,1,0,3
INC-11954,3,4,3,3,4
INC-11955,1,8,2,0,2
INC-11956,7,4,3,1,0
INC-11957,4,8,0,1,5
INC-11958,1,10,2,1,0
INC-11959,3,4,1,3,7
INC-11960,6,0,3,3,1
INC-11961,1,5,1,0,7
INC-11962,1,0,2,1,3
INC-11963,2,6,0,0,7
INC-11964,5,0,1,3,1
INC-11965,7,4,1,2,0
INC-11966,4,6,2,2,2
INC-11967,6,3,3,3,4
INC-11968,2,10,1,0,0
INC-11969,4,1,3,2,7
INC-11970,7,0,0,2,9
INC-11971,1,6,2,0,0
INC-11972,0,8,0,0,3
INC-11973,3,6,3,3,9
INC-11974,6,5,1,2,8
INC-11975,4,5,3,1,7
INC-11976,1,8,2,1,0
INC-11977,5,6,3,3,9
INC-11978,7,9,1,1,5
INC-11979,1,9,0,0,0
INC-11980,7,3,3,2,9
INC-11981,3,2,1,3,1
INC-11982,5,6,3,3,6
INC-11983,4,10,2,2,5
INC-11984,4,3,3,1,3
INC-11985,3,6,3,2,4
INC-11986,3,2,3,3,1
INC-11987,5,4,3,3,9
INC-11988,0,10,0,0,2
INC-11989,4,1,2,2,1
INC-11990,6,4,3,3,9
INC-11991,1,1,2,0,8
INC-11992,1,2,2,1,2
INC-11993,6,9,3,2,1
INC-11994,1,6,1,0,1
INC-11995,0,8,1,0,2
INC-11996,5,5,3,2,4
INC-11997,5,2,3,3,9
INC-11998,4,6,3,2,0
INC-11999,7,6,3,2,8
INC-12000,0,3,1,1,2
INC-12001,2,4,1,0,7
INC-12002,0,0,2,0,3
INC-12003,7,1,3,1,7
INC-12004,5,0,1,3,4
INC-12005,6,5,3,3,1
INC-12006,7,4,0,1,7
INC-12007,1,7,2,1,7
INC-12008,3,2,3,2,4
INC-12009,7,8,3,2,0
INC-12010,7,10,2,1,8
INC-12011,1,8,0,1,7
INC-12012,7,8,2,1,9
INC-12013,2,8,1,0,3
INC-12014,5,9,3,2,6
INC-12015,1,2,2,1,2
INC-12016,4,0,3,1,0
INC-12017,0,5,2,1,7
INC-12018,5,2,3,3,9
INC-12019,1,6,2,0,2
INC-12020,2,7,3,1,6
INC-12021,6,10,3,3,7
INC-12022,2,4,2,1,7
INC-12023,1,3,2,0,3
INC-12024,2,4,1,1,8
INC-12025,1,0,0,0,7
INC-12026,0,10,1,0,2
INC-12027,6,5,3,3,1
INC-12028,3,1,3,3,6
INC-12029,5,7,3,3,4
INC-12030,1,1,2,1,3
INC-12031,2,5,2,1,2
INC-12032,4,10,3,2,9
INC-12033,0,6,1,0,2
INC-12034,0,3,2,1,2
INC-12035,5,7,2,3,1
INC-12036,7,10,2,1,1
INC-12037,3,6,3,3,4
INC-12038,2,10,0,0,0
INC-12039,7,6,2,2,2
INC-12040,0,10,3,1,6
INC-12041,1,7,1,1,2
INC-12042,1,4,1,0,2
INC-12043,5,6,3,3,4
INC-12044,6,2,3,3,1
INC-12045,4,3,0,2,1
INC-12046,4,6,0,2,5
INC-12047,3,6,0,3,1
INC-12048,7,3,1,2,9
INC-12049,1,1,1,0,0
INC-12050,7,10,3,1,9
INC-12051,7,2,3,2,6
INC-12052,6,0,3,2,4
INC-12053,1,6,0,1,0
INC-12054,7,3,3,2,4
INC-12055,5,10,3,3,4
INC-12056,6,3,3,2,4
INC-12057,3,7,3,3,1
INC-12058,2,1,1,1,0
INC-12059,4,0,3,1,5
INC-12060,0,6,2,0,3
INC-12061,4,1,2,2,7
INC-12062,3,4,3,3,6
INC-12063,7,2,3,2,5
INC-12064,0,9,1,0,0
INC-12065,4,7,1,2,5
INC-12066,7,7,0,2,4
INC-12067,7,9,3,2,9
INC-12068,4,7,3,1,6
INC-12069,1,1,2,0,0
INC-12070,4,3,1,2,5
INC-12071,7,4,3,1,7
INC-12072,3,9,3,3,4
INC-12073,0,9,1,0,0
INC-12074,1,1,1,1,0
INC-12075,5,9,3,3,4
INC-12076,5,4,3,3,4
INC-12077,4,4,2,1,1
INC-12078,6,2,0,3,2
INC-12079,4,6,0,1,8
INC-12080,2,0,1,1,7
INC-12081,2,4,0,0,7
INC-12082,6,4,3,3,4
INC-12083,6,0,3,2,1
INC-12084,4,0,0,2,3
INC-12085,3,5,3,3,4
INC-12086,6,10,3,3,2
INC-12087,2,10,1,0,3
INC-12088,6,10,3,2,6
INC-12089,6,5,3,3,9
INC-12090,3,5,3,3,4
INC-12091,2,3,2,1,7
INC-12092,4,5,3,2,2
INC-12093,2,3,0,0,2
INC-12094,1,7,2,1,3
INC-12095,4,2,2,2,9
INC-12096,2,8,2,0,2
INC-12097,6,0,0,3,8
INC-12098,7,5,0,2,5
INC-12099,3,2,3,3,1
INC-12100,4,0,1,2,6
INC-12101,2,8,0,0,7
INC-12102,3,9,3,2,6
INC-12103,7,9,0,1,5
INC-12104,3,3,3,3,0
INC-12105,5,7,3,3,9
INC-12106,1,1,1,0,0
INC-12107,3,2,3,3,9
INC-12108,0,0,0,1,3
INC-12109,0,0,2,1,7
INC-12110,6,0,3,3,6
INC-12111,3,2,0,3,9
INC-12112,5,10,3,3,6
INC-12113,1,6,1,0,2
INC-12114,5,2,3,3,9
INC-12115,7,6,0,1,7
INC-12116,1,8,0,1,0
INC-12117,7,6,3,2,2
INC-12118,6,5,3,3,6
INC-12119,4,6,0,2,4
INC-12120,2,3,1,0,3
INC-12121,4,7,0,2,7
INC-12122,1,10,0,1,2
INC-12123,7,9,0,2,4
INC-12124,5,9,3,3,6
INC-12125,7,8,0,1,5
INC-12126,5,3,0,3,5
INC-12127,3,0,3,3,9
INC-12128,6,6,0,3,9
INC-12129,0,4,1,0,0
INC-12130,4,1,2,1,2
INC-12131,3,10,3,3,1
INC-12132,5,1,1,3,8
INC-12133,1,2,1,0,3
INC-12134,2,8,2,1,9
INC-12135,7,10,0,2,6
INC-12136,5,8,3,3,6
INC-12137,0,10,1,0,0
INC-12138,4,10,1,2,5
INC-12139,3,1,1,3,1
INC-12140,5,2,3,3,1
INC-12141,4,10,2,2,9
INC-12142,0,6,0,0,3
INC-12143,0,3,2,1,2
INC-12144,3,7,3,3,1
INC-12145,1,1,0,0,3
INC-12146,5,7,3,3,9
INC-12147,3,10,3,3,4
INC-12148,6,9,3,3,4
INC-12149,6,2,3,3,1
INC-12150,7,2,3,2,0
INC-12151,2,9,2,0,0
INC-12152,0,5,0,0,2
INC-12153,4,7,1,2,8
INC-12154,2,4,1,1,2
INC-12155,6,4,0,2,9
INC-12156,6,4,3,2,4
INC-12157,4,10,0,2,8
INC-12158,4,9,3,1,9
INC-12159,5,10,3,3,1
INC-12160,4,2,0,2,6
INC-12161,7,1,0,1,9
INC-12162,7,1,2,2,7
INC-12163,6,3,3,3,6
INC-12164,0,7,0,0,2
INC-12165,7,1,2,1,0
INC-12166,5,9,3,3,1
INC-12167,7,10,1,1,4
INC-12168,4,0,1,1,1
INC-12169,2,2,1,1,0
INC-12170,6,9,3,3,9
INC-12171,5,10,3,2,6
INC-12172,5,2,3,3,4
INC-12173,3,0,3,3,4
INC-12174,2,0,1,0,3
INC-12175,1,3,2,0,3
INC-12176,0,10,0,0,0
INC-12177,7,5,3,2,8
INC-12178,7,7,1,2,2
INC-12179,0,2,3,0,0
INC-12180,3,2,3,3,4
INC-12181,3,5,3,2,9
INC-12182,1,10,0,0,4
INC-12183,5,5,3,2,1
INC-12184,6,5,3,3,9
INC-12185,1,5,0,0,0
INC-12186,1,1,1,0,7
INC-12187,2,9,2,0,3
INC-12188,4,0,0,1,7
INC-12189,2,10,3,0,9
INC-12190,0,0,0,1,3
INC-12191,7,10,2,1,0
INC-12192,6,5,3,3,9
INC-12193,2,0,0,0,7
INC-12194,3,7,0,2,2
INC-12195,7,1,3,2,1
INC-12196,5,5,3,2,6
INC-12197,4,7,1,2,4
INC-12198,2,2,2,1,2
INC-12199,4,4,2,1,1
INC-12200,5,5,2,2,6
INC-12201,1,5,1,1,0
INC-12202,2,10,0,0,3
INC-12203,6,3,3,3,9
INC-12204,0,8,0,0,3
INC-12205,1,6,1,1,3
INC-12206,4,6,3,2,5
INC-12207,3,10,3,3,6
INC-12208,4,4,0,2,0
INC-12209,5,9,1,3,4
INC-12210,6,2,3,3,9
INC-12211,5,1,3,3,9
INC-12212,3,0,2,3,9
INC-12213,7,4,3,2,6
INC-12214,7,1,1,1,1
INC-12215,3,7,3,2,6
INC-12216,3,8,3,3,6
INC-12217,2,2,0,0,2
INC-12218,7,7,0,2,6
INC-12219,3,5,3,3,1
INC-12220,4,1,3,2,8
INC-12221,0,4,2,0,3
INC-12222,6,8,3,2,6
INC-12223,2,4,0,0,3
INC-12224,6,8,3,3,4
INC-12225,3,9,3,3,1
INC-12226,2,10,1,0,6
INC-12227,5,0,3,3,4
INC-12228,2,7,3,1,7
INC-12229,0,3,2,1,8
INC-12230,7,5,0,2,2
INC-12231,4,0,1,2,9
INC-12232,4,3,2,1,0
INC-12233,2,0,1,1,6
INC-12234,1,4,3,0,0
INC-12235,3,10,3,3,6
INC-12236,4,8,2,1,3
INC-12237,3,10,3,3,9
INC-12238,3,6,3,3,4
INC-12239,0,10,3,0,1
INC-12240,5,1,3,3,9
INC-12241,0,5,2,0,3
INC-12242,5,3,3,2,9
INC-12243,6,6,3,2,4
INC-12244,5,4,3,3,9
INC-12245,6,5,3,3,4
INC-12246,6,2,3,3,9
INC-12247,4,4,0,1,3
INC-12248,6,5,3,3,9
INC-12249,5,9,3,3,6
INC-12250,4,5,0,2,8
INC-12251,6,1,3,3,9
INC-12252,7,9,0,2,5
INC-12253,2,9,2,0,2
INC-12254,3,0,3,3,1
INC-12255,1,2,1,1,3
INC-12256,7,1,1,2,5
INC-12257,2,6,2,1,3
INC-12258,4,1,3,2,3
INC-12259,0,7,2,1,7
INC-12260,3,0,3,3,9
INC-12261,2,9,1,0,6
INC-12262,1,1,2,0,3
INC-12263,3,5,3,3,6
INC-12264,4,6,1,2,1
INC-12265,7,7,1,2,7
INC-12266,7,8,0,2,1
INC-12267,7,9,0,2,9
INC-12268,2,4,3,0,6
INC-12269,5,6,3,3,1
INC-12270,7,4,3,1,3
INC-12271,6,2,3,3,9
INC-12272,2,7,0,0,2
INC-12273,2,4,2,1,0
INC-12274,2,3,1,1,1
INC-12275,4,4,3,2,6
INC-12276,5,5,3,3,1
INC-12277,7,2,2,1,6
INC-12278,0,8,2,0,2
INC-12279,4,5,2,2,5
INC-12280,7,7,0,1,9
INC-12281,6,4,3,3,4
INC-12282,3,10,1,3,2
INC-12283,5,8,3,3,4
INC-12284,7,4,2,2,5
INC-12285,4,5,0,2,5
INC-12286,6,5,3,3,6
INC-12287,2,1,0,1,2
INC-12288,0,4,1,1,7
INC-12289,4,8,2,2,6
INC-12290,4,7,1,1,6
INC-12291,1,7,2,1,7
INC-12292,4,7,2,2,0
INC-12293,6,2,3,3,1
INC-12294,2,3,1,0,0
INC-12295,3,10,3,3,6
INC-12296,7,6,2,2,0
INC-12297,4,2,3,2,4
INC-12298,6,9,3,2,1
INC-12299,1,4,1,0,0
INC-12300,3,1,3,3,1
INC-12301,0,1,1,1,2
INC-12302,2,10,0,0,2
INC-12303,7,4,3,2,1
INC-12304,4,0,2,2,4
INC-12305,3,2,3,3,9
INC-12306,1,8,3,0,0
INC-12307,5,8,3,3,6
INC-12308,1,1,2,1,0
INC-12309,3,1,3,3,1
INC-12310,3,8,3,3,6
INC-12311,3,4,0,3,8
INC-12312,3,3,3,2,4
INC-12313,1,1,3,0,4
INC-12314,4,4,0,2,5
INC-12315,5,5,3,2,4
INC-12316,3,4,3,3,6
INC-12317,2,9,2,1,1
INC-12318,6,8,1,3,8
INC-12319,2,10,0,1,0
INC-12320,5,10,0,3,3
INC-12321,6,0,3,3,9
INC-12322,6,7,3,3,1
INC-12323,6,10,3,3,4
INC-12324,0,10,0,1,7
INC-12325,5,7,0,3,7
INC-12326,0,3,2,0,7
INC-12327,4,8,3,1,4
INC-12328,7,4,2,2,6
INC-12329,0,1,1,0,1
INC-12330,1,8,3,1,0
INC-12331,6,9,2,3,0
INC-12332,0,3,1,1,2
INC-12333,2,1,1,0,2
INC-12334,5,6,2,3,7
INC-12335,5,10,3,3,1
INC-12336,5,1,3,3,1
INC-12337,6,10,3,3,4
INC-12338,3,5,3,3,4
INC-12339,6,9,3,3,9
INC-12340,2,1,0,0,2
INC-12341,3,6,3,3,4
INC-12342,4,7,0,1,1
INC-12343,0,1,2,1,0
INC-12344,6,2,3,3,9
INC-12345,6,8,3,3,4
INC-12346,7,8,0,2,2
INC-12347,5,8,3,2,6
INC-12348,6,2,3,2,9
INC-12349,6,10,3,3,4
INC-12350,3,8,3,2,6
INC-12351,2,2,0,1,3
INC-12352,0,4,1,0,7
INC-12353,6,4,3,3,4
INC-12354,1,7,1,1,3
INC-12355,4,3,3,1,0
INC-12356,0,6,1,1,3
INC-12357,5,2,3,3,6
INC-12358,0,2,0,0,2
INC-12359,4,1,3,2,6
INC-12360,7,0,0,1,3
INC-12361,0,3,1,0,2
INC-12362,1,3,0,0,2
INC-12363,3,8,3,3,3
INC-12364,5,8,1,3,3
INC-12365,6,3,0,2,3
INC-12366,0,1,1,1,7
INC-12367,6,1,3,3,9
INC-12368,4,9,1,1,6
INC-12369,3,7,3,3,6
INC-12370,3,7,2,3,4
INC-12371,7,5,3,1,1
INC-12372,1,5,1,0,0
INC-12373,7,2,3,1,4
INC-12374,5,1,3,3,1
INC-12375,1,6,2,0,3
INC-12376,7,2,0,1,4
INC-12377,7,1,0,1,9
INC-12378,3,4,3,3,9
INC-12379,4,2,1,2,4
INC-12380,4,5,0,2,0
INC-12381,6,3,3,3,6
INC-12382,0,2,3,0,9
INC-12383,3,7,3,3,4
INC-12384,6,9,3,3,6
INC-12385,0,8,3,0,0
INC-12386,0,5,1,1,1
INC-12387,3,10,3,2,4
INC-12388,1,2,0,0,2
INC-12389,7,5,1,2,9
INC-12390,3,9,3,2,4
INC-12391,6,9,3,3,4
INC-12392,4,3,3,1,1
INC-12393,0,3,2,1,3
INC-12394,0,9,1,1,7
INC-12395,0,0,0,0,6
INC-12396,3,8,3,3,9
INC-12397,1,5,1,1,7
INC-12398,7,9,1,2,9
INC-12399,6,5,3,2,9
INC-12400,1,1,2,1,0
INC-12401,0,7,1,0,0
INC-12402,6,6,3,3,4
INC-12403,4,3,0,1,2
INC-12404,4,1,3,1,5
INC-12405,7,6,0,2,8
INC-12406,3,9,3,3,6
INC-12407,7,6,1,2,8
INC-12408,7,6,0,1,6
INC-12409,3,5,1,2,1
INC-12410,5,9,3,3,6
INC-12411,1,6,1,1,7
INC-12412,1,8,1,1,0
INC-12413,6,10,3,3,4
INC-12414,3,0,3,3,4
INC-12415,3,7,3,3,9
INC-12416,5,4,3,3,9
INC-12417,4,8,0,1,9
INC-12418,3,3,3,3,6
INC-12419,5,6,3,3,9
INC-12420,2,9,3,0,8
INC-12421,2,4,1,1,2
INC-12422,5,1,3,3,9
INC-12423,7,6,0,1,5
INC-12424,1,10,0,0,5
INC-12425,4,10,3,1,2
INC-12426,1,4,2,0,0
INC-12427,5,3,3,3,9
INC-12428,7,10,2,1,8
INC-12429,0,2,1,0,7
INC-12430,3,8,3,3,4
INC-12431,4,7,3,2,0
INC-12432,6,3,3,3,4
INC-12433,5,1,3,3,9
INC-12434,0,3,2,1,7
INC-12435,1,1,2,0,7
INC-12436,7,10,0,1,8
INC-12437,6,9,3,3,9
INC-12438,3,1,3,3,1
INC-12439,6,5,3,3,6
INC-12440,7,8,1,1,8
INC-12441,7,1,0,2,8
INC-12442,5,8,1,3,9
INC-12443,1,1,3,1,2
INC-12444,3,9,3,2,9
INC-12445,6,10,3,3,6
INC-12446,0,2,2,0,3
INC-12447,3,1,3,3,1
INC-12448,6,9,0,3,2
INC-12449,3,6,3,3,1
INC-12450,2,5,1,1,7
INC-12451,1,8,2,1,7
INC-12452,6,6,3,3,9
INC-12453,2,0,2,0,2
INC-12454,3,10,1,3,8
INC-12455,2,1,1,1,7
INC-12456,1,9,2,1,3
INC-12457,1,8,1,1,7
INC-12458,4,7,0,2,8
INC-12459,1,7,0,1,3
INC-12460,6,2,3,3,6
INC-12461,0,1,1,0,7
INC-12462,0,9,0,0,0
INC-12463,1,7,2,0,0
INC-12464,1,4,1,0,7
INC-12465,2,0,0,1,2
INC-12466,7,6,3,2,9
INC-12467,0,7,1,0,7
INC-12468,5,3,3,3,4
INC-12469,4,0,1,1,9
INC-12470,5,5,1,3,3
INC-12471,3,4,3,3,4
INC-12472,3,4,3,3,1
INC-12473,3,6,3,3,6
INC-12474,2,0,2,1,7
INC-12475,1,3,2,1,2
INC-12476,7,8,0,1,9
INC-12477,0,2,1,0,0
INC-12478,1,10,3,0,5
INC-12479,5,4,3,3,9
INC-12480,0,1,2,1,5
INC-12481,6,2,3,3,1
INC-12482,0,4,0,1,0
INC-12483,7,8,0,1,9
INC-12484,0,5,1,1,3
INC-12485,5,1,3,3,1
INC-12486,5,2,3,3,4
INC-12487,2,0,1,0,2
INC-12488,7,6,0,2,3
INC-12489,2,9,1,1,7
INC-12490,3,3,3,3,6
INC-12491,7,1,2,1,6
INC-12492,4,8,0,2,4
INC-12493,1,6,2,1,7
INC-12494,3,2,3,2,6
INC-12495,5,10,3,3,9
INC-12496,7,1,0,2,3
INC-12497,1,8,0,0,7
INC-12498,0,9,0,1,3
INC-12499,6,1,3,3,4
INC-12500,5,1,3,3,4
INC-12501,1,2,1,1,0
INC-12502,6,3,3,3,4
INC-12503,2,6,1,1,7
INC-12504,7,10,2,1,5
INC-12505,4,6,2,2,1
INC-12506,4,7,0,1,1
INC-12507,6,1,0,3,2
INC-12508,0,9,1,1,5
INC-12509,6,9,0,3,7
INC-12510,1,3,1,1,3
INC-12511,5,0,0,3,0
INC-12512,0,8,1,1,2
INC-12513,1,7,1,1,2
INC-12514,5,0,1,3,8
INC-12515,7,7,2,2,0
INC-12516,4,4,1,2,7
INC-12517,5,9,3,2,1
INC-12518,3,0,3,3,6
INC-12519,5,5,3,2,1
INC-12520,0,1,2,1,2
INC-12521,3,0,3,2,6
INC-12522,1,9,1,0,7
INC-12523,7,2,3,1,4
INC-12524,4,5,3,2,9
INC-12525,3,6,3,3,1
INC-12526,3,9,3,3,9
INC-12527,7,8,3,2,0
INC-12528,1,7,2,0,2
INC-12529,1,9,3,1,6
INC-12530,0,10,2,1,3
INC-12531,6,9,0,3,4
INC-12532,2,8,1,1,3
INC-12533,6,7,0,3,9
INC-12534,7,3,3,2,1
INC-12535,3,0,0,3,0
INC-12536,7,2,2,2,8
INC-12537,7,7,0,2,0
INC-12538,3,9,1,2,1
INC-12539,0,9,0,1,1
INC-12540,5,5,3,3,6
INC-12541,0,8,1,1,0
INC-12542,4,1,3,1,7
INC-12543,5,7,3,3,1
INC-12544,1,1,1,1,0
INC-12545,1,1,1,0,7
INC-12546,3,2,0,3,5
INC-12547,4,3,3,2,9
INC-12548,7,10,3,2,2
INC-12549,3,2,3,3,9
INC-12550,3,6,3,3,4
INC-12551,1,7,1,0,7
INC-12552,5,4,3,3,9
INC-12553,7,3,3,1,1
INC-12554,5,5,3,3,4
INC-12555,1,3,2,1,0
INC-12556,1,3,1,1,2
INC-12557,4,7,0,2,2
INC-12558,5,1,3,3,9
INC-12559,4,3,1,2,9
INC-12560,2,8,0,1,0
INC-12561,4,3,0,2,9
INC-12562,1,2,3,0,7
INC-12563,4,9,0,2,7
INC-12564,4,1,0,1,3
INC-12565,6,10,3,3,6
INC-12566,6,7,3,3,0
INC-12567,1,10,1,1,2
INC-12568,6,3,3,3,7
INC-12569,1,6,1,0,8
INC-12570,0,3,1,1,3
INC-12571,4,7,1,2,1
INC-12572,3,0,3,3,9
INC-12573,5,10,3,3,9
INC-12574,4,1,3,2,6
INC-12575,5,8,3,3,4
INC-12576,3,9,1,2,6
INC-12577,4,1,3,2,1
INC-12578,2,3,0,1,7
INC-12579,2,2,1,0,0
INC-12580,7,10,1,2,6
INC-12581,4,9,1,2,7
INC-12582,1,1,1,0,0
INC-12583,4,2,3,1,3
INC-12584,0,8,2,1,7
INC-12585,6,1,3,3,6
INC-12586,6,1,3,3,1
INC-12587,0,9,2,0,2
INC-12588,6,3,3,3,6
INC-12589,3,4,3,3,1
INC-12590,5,8,3,3,6
INC-12591,0,2,1,1,0
INC-12592,6,0,3,2,5
INC-12593,5,5,2,3,1
INC-12594,6,7,3,3,9
INC-12595,7,7,3,2,7
INC-12596,7,0,3,2,8
INC-12597,7,1,3,1,5
INC-12598,7,10,0,2,7
INC-12599,6,7,3,3,7
INC-12600,7,3,3,2,1
INC-12601,3,8,3,3,6
INC-12602,6,10,3,3,1
INC-12603,6,2,1,3,5
INC-12604,0,1,1,1,0
INC-12605,3,5,3,3,4
INC-12606,6,9,0,3,9
INC-12607,6,2,3,3,6
INC-12608,0,6,2,0,3
INC-12609,0,10,0,0,7
