Incident_ID,Victim_District,Fraud_Type,Amount_INR,Time_of_Complaint,Time_to_Withdraw,Target_ATM_Zone,Specific_ATM_Location
INC-12543,Bikaner,Credit Card Cloning,165699,03:52,12-24 Hours,Sitapura Industrial,"HDFC ATM, India Gate, Sitapura Industrial"
INC-12544,Jodhpur,OLX Scam,18283,12:31,1-2 Hours,Mansarovar,"PNB ATM, Kissan Dharam Kanta, Mansarovar"
INC-12545,Jodhpur,OLX Scam,9555,12:53,1-2 Hours,Bani Park,"ICICI ATM, Collectorate Circle, Bani Park"
INC-12546,Udaipur,Sextortion,155028,06:49,12-24 Hours,C-Scheme,"HDFC ATM, Subhash Marg, C-Scheme"
INC-12547,Ajmer,Job Fraud,70425,02:42,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, Sector 2, Vidyadhar Nagar"
INC-12548,Tonk,Loan App Fraud,92752,23:51,12-24 Hours,Vaishali Nagar,"Axis Bank ATM, Queens Road, Vaishali Nagar"
INC-12549,Udaipur,Sextortion,184423,03:38,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, Sector 2, Vidyadhar Nagar"
INC-12550,Kota,Sextortion,264542,23:47,12-24 Hours,Jhotwara,"Bank of Baroda ATM, Lata Circle, Jhotwara"
INC-12551,Bikaner,OLX Scam,4199,15:55,1-2 Hours,Bani Park,"ICICI ATM, Peetal Factory, Bani Park"
INC-12552,Alwar,Credit Card Cloning,160949,04:48,12-24 Hours,Vidyadhar Nagar,"SBI ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-12553,Ajmer,Loan App Fraud,17804,23:01,1-2 Hours,Sitapura Industrial,"SBI ATM, Tonk Road Junction, Sitapura Industrial"
INC-12554,Sikar,Credit Card Cloning,161071,00:12,12-24 Hours,Jhotwara,"Axis Bank ATM, Kanta Chauraha, Jhotwara"
INC-12555,Ajmer,OLX Scam,19804,18:05,1-2 Hours,Mansarovar,"HDFC ATM, Madhyam Marg, Mansarovar"
INC-12556,Ajmer,OLX Scam,15611,12:03,1-2 Hours,Vaishali Nagar,"SBI ATM, Amrapali Circle, Vaishali Nagar"
INC-12557,Bikaner,Job Fraud,69434,05:53,12-24 Hours,Vaishali Nagar,"HDFC ATM, Gandhi Path, Vaishali Nagar"
INC-12558,Jodhpur,Credit Card Cloning,109792,03:25,12-24 Hours,Vidyadhar Nagar,"Bank of Baroda ATM, Central Spine, Vidyadhar Nagar"
INC-12559,Ajmer,Job Fraud,55006,15:52,12-24 Hours,Vidyadhar Nagar,"PNB ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-12560,Bhilwara,KYC Fraud,18128,09:08,1-2 Hours,Mansarovar,"ICICI ATM, Kaveri Path, Mansarovar"
INC-12561,Ajmer,Job Fraud,82429,11:09,12-24 Hours,Vidyadhar Nagar,"SBI ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-12562,Udaipur,OLX Scam,3478,21:36,1-2 Hours,Bani Park,"PNB ATM, Collectorate Circle, Bani Park"
INC-12563,Pali,Job Fraud,62033,06:19,12-24 Hours,Bani Park,"Kotak Mahindra ATM, Collectorate Circle, Bani Park"
INC-12564,Jodhpur,Job Fraud,27981,11:45,1-2 Hours,Malviya Nagar,"SBI ATM, Calgiri Road, Malviya Nagar"
INC-12565,Tonk,Investment Scam,128699,23:30,12-24 Hours,Pratap Nagar,"PNB ATM, Sector 16 Market, Pratap Nagar"
INC-12566,Bikaner,Investment Scam,220773,22:14,12-24 Hours,Mansarovar,"Axis Bank ATM, VT Road Chauraha, Mansarovar"
INC-12567,Tonk,OLX Scam,18184,16:09,1-2 Hours,Vaishali Nagar,"Axis Bank ATM, Amrapali Circle, Vaishali Nagar"
INC-12568,Ajmer,Investment Scam,141431,01:11,12-24 Hours,Bani Park,"Bank of Baroda ATM, Kabir Marg, Bani Park"
INC-12569,Kota,OLX Scam,4981,13:53,1-2 Hours,Jagatpura,"HDFC ATM, Ramnagariya, Jagatpura"
INC-12570,Ajmer,UPI Scam,26815,15:08,1-2 Hours,Malviya Nagar,"PNB ATM, JLN Marg, Malviya Nagar"
INC-12571,Bikaner,Job Fraud,66779,14:41,12-24 Hours,Sitapura Industrial,"PNB ATM, EPI Zone, Sitapura Industrial"
INC-12572,Jaipur,Sextortion,202869,00:51,12-24 Hours,Vidyadhar Nagar,"SBI ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-12573,Tonk,Credit Card Cloning,174154,23:03,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, Sector 2, Vidyadhar Nagar"
INC-12574,Jodhpur,Job Fraud,58314,03:25,12-24 Hours,Pratap Nagar,"ICICI ATM, Sector 16 Market, Pratap Nagar"
INC-12575,Bhilwara,Credit Card Cloning,284136,02:22,12-24 Hours,Jhotwara,"Union Bank ATM, Lata Circle, Jhotwara"
INC-12576,Pali,Sextortion,70466,13:53,12-24 Hours,Pratap Nagar,"HDFC ATM, Sector 11, Pratap Nagar"
INC-12577,Jodhpur,Job Fraud,67610,01:31,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, India Gate, Sitapura Industrial"
INC-12578,Ajmer,KYC Fraud,25670,09:32,1-2 Hours,Bani Park,"Bank of Baroda ATM, Collectorate Circle, Bani Park"
INC-12579,Udaipur,KYC Fraud,5863,16:03,1-2 Hours,Mansarovar,"ICICI ATM, VT Road Chauraha, Mansarovar"
INC-12580,Tonk,Loan App Fraud,51006,13:43,12-24 Hours,Pratap Nagar,"SBI ATM, Tonk Road, Pratap Nagar"
INC-12581,Pali,Job Fraud,85321,12:50,12-24 Hours,Bani Park,"Kotak Mahindra ATM, Collectorate Circle, Bani Park"
INC-12582,Jodhpur,OLX Scam,2168,13:27,1-2 Hours,Mansarovar,"Kotak Mahindra ATM, Kaveri Path, Mansarovar"
INC-12583,Udaipur,Job Fraud,22285,02:51,1-2 Hours,Malviya Nagar,"Union Bank ATM, JLN Marg, Malviya Nagar"
INC-12584,Bhilwara,UPI Scam,28298,18:00,1-2 Hours,Bani Park,"PNB ATM, Collectorate Circle, Bani Park"
INC-12585,Jodhpur,Investment Scam,189227,04:19,12-24 Hours,Pratap Nagar,"SBI ATM, Haldi Ghati Marg, Pratap Nagar"
INC-12586,Jodhpur,Investment Scam,133635,22:39,12-24 Hours,Sitapura Industrial,"PNB ATM, India Gate, Sitapura Industrial"
INC-12587,Pali,UPI Scam,2058,17:41,1-2 Hours,Vaishali Nagar,"ICICI ATM, Gandhi Path, Vaishali Nagar"
INC-12588,Ajmer,Investment Scam,263217,22:32,12-24 Hours,Pratap Nagar,"PNB ATM, Kumbha Marg, Pratap Nagar"
INC-12589,Alwar,Sextortion,276406,22:40,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, Tonk Road Junction, Sitapura Industrial"
INC-12590,Bhilwara,Credit Card Cloning,230080,01:59,12-24 Hours,Pratap Nagar,"Union Bank ATM, Kumbha Marg, Pratap Nagar"
INC-12591,Udaipur,UPI Scam,21278,16:28,1-2 Hours,Mansarovar,"Axis Bank ATM, Patrakar Colony, Mansarovar"
INC-12592,Jaipur,Investment Scam,53632,21:23,12-24 Hours,C-Scheme,"ICICI ATM, Statue Circle, C-Scheme"
INC-12593,Sikar,Credit Card Cloning,251943,20:55,12-24 Hours,Sitapura Industrial,"HDFC ATM, EPI Zone, Sitapura Industrial"
INC-12594,Bikaner,Investment Scam,155162,03:11,12-24 Hours,Vidyadhar Nagar,"Bank of Baroda ATM, Central Spine, Vidyadhar Nagar"
INC-12595,Bikaner,Loan App Fraud,99678,22:28,12-24 Hours,Bani Park,"SBI ATM, Kabir Marg, Bani Park"
INC-12596,Jaipur,Loan App Fraud,77770,03:05,12-24 Hours,Jagatpura,"Bank of Baroda ATM, Mahal Road, Jagatpura"
INC-12597,Jodhpur,Loan App Fraud,44677,04:55,12-24 Hours,C-Scheme,"Bank of Baroda ATM, Ahinsa Circle, C-Scheme"
INC-12598,Tonk,Loan App Fraud,65543,09:47,12-24 Hours,Bani Park,"Bank of Baroda ATM, Peetal Factory, Bani Park"
INC-12599,Bikaner,Investment Scam,264303,03:32,12-24 Hours,Bani Park,"HDFC ATM, Kabir Marg, Bani Park"
INC-12600,Ajmer,Loan App Fraud,57049,02:42,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, Tonk Road Junction, Sitapura Industrial"
INC-12601,Bhilwara,Sextortion,153710,23:31,12-24 Hours,Pratap Nagar,"ICICI ATM, Sector 11, Pratap Nagar"
INC-12602,Tonk,Investment Scam,198266,22:54,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, Tonk Road Junction, Sitapura Industrial"
INC-12603,Udaipur,Investment Scam,283561,14:47,12-24 Hours,C-Scheme,"Bank of Baroda ATM, Ahinsa Circle, C-Scheme"
INC-12604,Jodhpur,UPI Scam,23114,13:50,1-2 Hours,Mansarovar,"PNB ATM, Patrakar Colony, Mansarovar"
INC-12605,Sikar,Sextortion,204629,03:26,12-24 Hours,Jhotwara,"Kotak Mahindra ATM, Panchawala, Jhotwara"
INC-12606,Pali,Investment Scam,274648,08:27,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, Sector 2, Vidyadhar Nagar"
INC-12607,Udaipur,Investment Scam,281275,03:28,12-24 Hours,Pratap Nagar,"Union Bank ATM, Tonk Road, Pratap Nagar"
INC-12608,Kota,UPI Scam,2067,20:35,1-2 Hours,Malviya Nagar,"HDFC ATM, JLN Marg, Malviya Nagar"
INC-12609,Tonk,UPI Scam,5979,11:25,1-2 Hours,Bani Park,"Axis Bank ATM, Collectorate Circle, Bani Park"
INC-12610,Udaipur,UPI Scam,14424,11:51,1-2 Hours,Mansarovar,"SBI ATM, Kissan Dharam Kanta, Mansarovar"
INC-12611,Alwar,UPI Scam,9674,21:00,1-2 Hours,C-Scheme,"HDFC ATM, Subhash Marg, C-Scheme"
INC-12612,Pali,Loan App Fraud,56531,08:00,12-24 Hours,C-Scheme,"Axis Bank ATM, Ashok Marg, C-Scheme"
INC-12613,Jaipur,OLX Scam,2550,06:56,1-2 Hours,Malviya Nagar,"PNB ATM, JLN Marg, Malviya Nagar"
INC-12614,Tonk,OLX Scam,19213,09:56,1-2 Hours,Mansarovar,"SBI ATM, Rajat Path, Mansarovar"
INC-12615,Alwar,KYC Fraud,29377,00:01,1-2 Hours,C-Scheme,"Union Bank ATM, Ahinsa Circle, C-Scheme"
INC-12616,Udaipur,Job Fraud,47732,19:20,12-24 Hours,Vaishali Nagar,"Axis Bank ATM, Queens Road, Vaishali Nagar"
INC-12617,Bikaner,Investment Scam,243639,22:02,12-24 Hours,Sitapura Industrial,"ICICI ATM, India Gate, Sitapura Industrial"
INC-12618,Kota,OLX Scam,7940,13:18,1-2 Hours,Mansarovar,"SBI ATM, Kaveri Path, Mansarovar"
INC-12619,Jodhpur,UPI Scam,16831,14:48,1-2 Hours,Bani Park,"PNB ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-12620,Bhilwara,UPI Scam,14023,16:33,1-2 Hours,Mansarovar,"Axis Bank ATM, Kissan Dharam Kanta, Mansarovar"
INC-12621,Tonk,KYC Fraud,24063,19:58,1-2 Hours,Mansarovar,"Kotak Mahindra ATM, Kissan Dharam Kanta, Mansarovar"
INC-12622,Ajmer,UPI Scam,9755,13:26,1-2 Hours,Malviya Nagar,"Bank of Baroda ATM, Calgiri Road, Malviya Nagar"
INC-12623,Alwar,Sextortion,245439,00:09,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-12624,Sikar,Investment Scam,190343,22:03,12-24 Hours,Vidyadhar Nagar,"PNB ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-12625,Alwar,Credit Card Cloning,100195,19:39,12-24 Hours,Jhotwara,"SBI ATM, Kanta Chauraha, Jhotwara"
INC-12626,Bhilwara,UPI Scam,5542,13:39,1-2 Hours,Vaishali Nagar,"Kotak Mahindra ATM, Amrapali Circle, Vaishali Nagar"
INC-12627,Ajmer,Sextortion,99592,03:06,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, Tonk Road Junction, Sitapura Industrial"
INC-12628,Tonk,OLX Scam,6892,15:12,1-2 Hours,Pratap Nagar,"Union Bank ATM, Kumbha Marg, Pratap Nagar"
INC-12629,Ajmer,Sextortion,229395,04:34,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, Central Spine, Vidyadhar Nagar"
INC-12630,Jodhpur,Credit Card Cloning,187473,01:54,12-24 Hours,Jhotwara,"HDFC ATM, Triton Mall Road, Jhotwara"
INC-12631,Jodhpur,Sextortion,232139,23:54,12-24 Hours,Pratap Nagar,"ICICI ATM, Sector 11, Pratap Nagar"
INC-12632,Udaipur,KYC Fraud,11636,13:54,1-2 Hours,Mansarovar,"ICICI ATM, VT Road Chauraha, Mansarovar"
INC-12633,Sikar,Job Fraud,82815,04:44,12-24 Hours,Vidyadhar Nagar,"SBI ATM, Sector 2, Vidyadhar Nagar"
INC-12634,Jaipur,KYC Fraud,6161,10:53,1-2 Hours,Vaishali Nagar,"Axis Bank ATM, Gandhi Path, Vaishali Nagar"
INC-12635,Kota,Job Fraud,88258,02:57,12-24 Hours,Vidyadhar Nagar,"Axis Bank ATM, Sector 2, Vidyadhar Nagar"
INC-12636,Pali,OLX Scam,26006,13:16,1-2 Hours,Vaishali Nagar,"Axis Bank ATM, Queens Road, Vaishali Nagar"
INC-12637,Alwar,Sextortion,243837,22:25,12-24 Hours,Sitapura Industrial,"PNB ATM, India Gate, Sitapura Industrial"
INC-12638,Udaipur,Investment Scam,69855,22:18,12-24 Hours,Sitapura Industrial,"HDFC ATM, RIICO Phase 1, Sitapura Industrial"
INC-12639,Kota,OLX Scam,7008,11:50,1-2 Hours,Bani Park,"Bank of Baroda ATM, Collectorate Circle, Bani Park"
INC-12640,Ajmer,Sextortion,243979,10:00,12-24 Hours,Mansarovar,"Axis Bank ATM, Madhyam Marg, Mansarovar"
INC-12641,Jodhpur,Sextortion,299163,04:37,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-12642,Bikaner,OLX Scam,25871,00:13,1-2 Hours,Jagatpura,"PNB ATM, 7 Number Stand, Jagatpura"
INC-12643,Tonk,Investment Scam,211263,03:26,12-24 Hours,Jhotwara,"Bank of Baroda ATM, Panchawala, Jhotwara"
INC-12644,Pali,OLX Scam,23563,08:11,1-2 Hours,Vaishali Nagar,"ICICI ATM, Gandhi Path, Vaishali Nagar"
INC-12645,Udaipur,Credit Card Cloning,258107,01:21,12-24 Hours,Sitapura Industrial,"HDFC ATM, EPI Zone, Sitapura Industrial"
INC-12646,Bikaner,Investment Scam,135855,01:31,12-24 Hours,Pratap Nagar,"Axis Bank ATM, Kumbha Marg, Pratap Nagar"
INC-12647,Jaipur,OLX Scam,18378,07:10,1-2 Hours,Jagatpura,"PNB ATM, SKIT College Road, Jagatpura"
INC-12648,Pali,OLX Scam,24834,19:43,1-2 Hours,Mansarovar,"Axis Bank ATM, Madhyam Marg, Mansarovar"
INC-12649,Jaipur,Credit Card Cloning,286110,01:13,12-24 Hours,Pratap Nagar,"SBI ATM, Sector 11, Pratap Nagar"
INC-12650,Pali,Investment Scam,155637,22:35,12-24 Hours,Pratap Nagar,"HDFC ATM, Kumbha Marg, Pratap Nagar"
INC-12651,Jodhpur,Job Fraud,98010,00:27,12-24 Hours,C-Scheme,"Kotak Mahindra ATM, Statue Circle, C-Scheme"
INC-12652,Udaipur,KYC Fraud,10370,19:01,1-2 Hours,Mansarovar,"HDFC ATM, Kissan Dharam Kanta, Mansarovar"
INC-12653,Ajmer,Credit Card Cloning,81563,22:01,12-24 Hours,Jhotwara,"PNB ATM, Panchawala, Jhotwara"
INC-12654,Jodhpur,UPI Scam,27697,01:33,1-2 Hours,Pratap Nagar,"Bank of Baroda ATM, Haldi Ghati Marg, Pratap Nagar"
INC-12655,Pali,Loan App Fraud,80135,18:42,12-24 Hours,Vidyadhar Nagar,"ICICI ATM, Sector 2, Vidyadhar Nagar"
INC-12656,Jaipur,KYC Fraud,14014,10:08,1-2 Hours,Malviya Nagar,"HDFC ATM, JLN Marg, Malviya Nagar"
INC-12657,Pali,OLX Scam,9433,18:18,1-2 Hours,Mansarovar,"Bank of Baroda ATM, Kaveri Path, Mansarovar"
INC-12658,Pali,KYC Fraud,4834,17:50,1-2 Hours,Malviya Nagar,"Kotak Mahindra ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-12659,Udaipur,Sextortion,85259,01:46,12-24 Hours,Jhotwara,"SBI ATM, Panchawala, Jhotwara"
INC-12660,Bikaner,UPI Scam,20548,01:05,1-2 Hours,Jhotwara,"Bank of Baroda ATM, Triton Mall Road, Jhotwara"
INC-12661,Udaipur,Sextortion,197291,00:08,12-24 Hours,Pratap Nagar,"ICICI ATM, Tonk Road, Pratap Nagar"
INC-12662,Udaipur,OLX Scam,28818,13:41,1-2 Hours,Mansarovar,"HDFC ATM, Kissan Dharam Kanta, Mansarovar"
INC-12663,Tonk,Credit Card Cloning,128546,02:13,12-24 Hours,Sitapura Industrial,"SBI ATM, EPI Zone, Sitapura Industrial"
INC-12664,Jodhpur,Job Fraud,88956,16:11,12-24 Hours,Mansarovar,"SBI ATM, Kaveri Path, Mansarovar"
INC-12665,Tonk,OLX Scam,7914,17:35,1-2 Hours,Malviya Nagar,"HDFC ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-12666,Ajmer,UPI Scam,28555,11:20,1-2 Hours,Vaishali Nagar,"PNB ATM, Nursery Circle, Vaishali Nagar"
INC-12667,Bikaner,Job Fraud,27094,01:22,1-2 Hours,Jagatpura,"Axis Bank ATM, Mahal Road, Jagatpura"
INC-12668,Sikar,Job Fraud,25897,22:00,1-2 Hours,Mansarovar,"PNB ATM, VT Road Chauraha, Mansarovar"
INC-12669,Jodhpur,UPI Scam,15041,16:31,1-2 Hours,Vaishali Nagar,"HDFC ATM, Hanuman Nagar, Vaishali Nagar"
INC-12670,Ajmer,Loan App Fraud,86115,11:08,12-24 Hours,C-Scheme,"PNB ATM, Ahinsa Circle, C-Scheme"
INC-12671,Sikar,Investment Scam,189631,22:24,12-24 Hours,Jhotwara,"ICICI ATM, Kanta Chauraha, Jhotwara"
INC-12672,Pali,Investment Scam,98165,22:25,12-24 Hours,Jhotwara,"PNB ATM, Panchawala, Jhotwara"
INC-12673,Udaipur,Investment Scam,252795,04:33,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-12674,Pali,Credit Card Cloning,97653,22:59,12-24 Hours,Vidyadhar Nagar,"PNB ATM, Central Spine, Vidyadhar Nagar"
INC-12675,Pali,OLX Scam,8174,18:17,1-2 Hours,Bani Park,"PNB ATM, Kabir Marg, Bani Park"
INC-12676,Ajmer,KYC Fraud,28890,10:24,1-2 Hours,Bani Park,"PNB ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-12677,Tonk,Sextortion,155653,00:19,12-24 Hours,Jhotwara,"SBI ATM, Triton Mall Road, Jhotwara"
INC-12678,Jodhpur,Investment Scam,202190,00:27,12-24 Hours,Sitapura Industrial,"HDFC ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-12679,Kota,Job Fraud,84024,12:34,12-24 Hours,Pratap Nagar,"SBI ATM, Tonk Road, Pratap Nagar"
INC-12680,Kota,Loan App Fraud,42265,12:14,12-24 Hours,Malviya Nagar,"Union Bank ATM, Apex Circle, Malviya Nagar"
INC-12681,Pali,Credit Card Cloning,284701,09:02,12-24 Hours,C-Scheme,"Axis Bank ATM, Ashok Marg, C-Scheme"
INC-12682,Kota,Credit Card Cloning,189932,00:34,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-12683,Bikaner,Loan App Fraud,34151,08:42,12-24 Hours,Vaishali Nagar,"Union Bank ATM, Nursery Circle, Vaishali Nagar"
INC-12684,Sikar,Credit Card Cloning,174501,23:19,12-24 Hours,Vidyadhar Nagar,"Bank of Baroda ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-12685,Bikaner,Loan App Fraud,38059,17:22,12-24 Hours,Jagatpura,"Union Bank ATM, Ramnagariya, Jagatpura"
INC-12686,Bhilwara,Investment Scam,245319,03:25,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-12687,Jaipur,OLX Scam,8129,02:18,1-2 Hours,Mansarovar,"Kotak Mahindra ATM, Madhyam Marg, Mansarovar"
INC-12688,Jaipur,Sextortion,190175,04:36,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, India Gate, Sitapura Industrial"
INC-12689,Tonk,Loan App Fraud,49035,12:37,12-24 Hours,Malviya Nagar,"PNB ATM, Apex Circle, Malviya Nagar"
INC-12690,Ajmer,Investment Scam,114413,02:44,12-24 Hours,Jhotwara,"Kotak Mahindra ATM, Triton Mall Road, Jhotwara"
INC-12691,Tonk,Sextortion,164647,00:10,12-24 Hours,Vidyadhar Nagar,"Bank of Baroda ATM, Central Spine, Vidyadhar Nagar"
INC-12692,Bikaner,Sextortion,243031,17:11,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, Sector 2, Vidyadhar Nagar"
INC-12693,Sikar,OLX Scam,22585,19:18,1-2 Hours,Mansarovar,"Union Bank ATM, VT Road Chauraha, Mansarovar"
INC-12694,Kota,Credit Card Cloning,260764,00:50,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-12695,Jaipur,Loan App Fraud,95128,06:49,12-24 Hours,Bani Park,"Axis Bank ATM, Collectorate Circle, Bani Park"
INC-12696,Bikaner,UPI Scam,26352,10:00,1-2 Hours,Vaishali Nagar,"Axis Bank ATM, Hanuman Nagar, Vaishali Nagar"
INC-12697,Jaipur,OLX Scam,9865,11:57,1-2 Hours,Malviya Nagar,"SBI ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-12698,Kota,Job Fraud,75728,22:31,12-24 Hours,Malviya Nagar,"PNB ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-12699,Bikaner,KYC Fraud,11345,11:14,1-2 Hours,Bani Park,"Bank of Baroda ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-12700,Sikar,Job Fraud,91808,04:18,12-24 Hours,Malviya Nagar,"HDFC ATM, Calgiri Road, Malviya Nagar"
INC-12701,Jaipur,Credit Card Cloning,289673,22:33,12-24 Hours,Sitapura Industrial,"Union Bank ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-12702,Bikaner,OLX Scam,28585,09:29,1-2 Hours,Vaishali Nagar,"ICICI ATM, Queens Road, Vaishali Nagar"
INC-12703,Bhilwara,Sextortion,56324,23:54,12-24 Hours,Vidyadhar Nagar,"PNB ATM, Central Spine, Vidyadhar Nagar"
INC-12704,Kota,Sextortion,108245,02:41,12-24 Hours,Sitapura Industrial,"ICICI ATM, India Gate, Sitapura Industrial"
INC-12705,Pali,Credit Card Cloning,69767,22:32,12-24 Hours,Pratap Nagar,"ICICI ATM, Haldi Ghati Marg, Pratap Nagar"
INC-12706,Alwar,Sextortion,116543,01:36,12-24 Hours,Pratap Nagar,"Kotak Mahindra ATM, Sector 16 Market, Pratap Nagar"
INC-12707,Bikaner,Job Fraud,59292,01:46,12-24 Hours,Vaishali Nagar,"SBI ATM, Hanuman Nagar, Vaishali Nagar"
INC-12708,Alwar,Job Fraud,35117,20:16,12-24 Hours,C-Scheme,"HDFC ATM, Ahinsa Circle, C-Scheme"
INC-12709,Ajmer,Sextortion,191676,04:43,12-24 Hours,Vidyadhar Nagar,"Axis Bank ATM, Sector 2, Vidyadhar Nagar"
INC-12710,Sikar,Loan App Fraud,22837,19:07,1-2 Hours,Bani Park,"Union Bank ATM, Collectorate Circle, Bani Park"
INC-12711,Bikaner,Credit Card Cloning,237931,22:48,12-24 Hours,Pratap Nagar,"Union Bank ATM, Sector 16 Market, Pratap Nagar"
INC-12712,Tonk,OLX Scam,9312,19:35,1-2 Hours,Vaishali Nagar,"Axis Bank ATM, Queens Road, Vaishali Nagar"
INC-12713,Bhilwara,Investment Scam,226233,21:39,12-24 Hours,Jagatpura,"Kotak Mahindra ATM, Ramnagariya, Jagatpura"
INC-12714,Sikar,Investment Scam,111215,04:27,12-24 Hours,Sitapura Industrial,"HDFC ATM, India Gate, Sitapura Industrial"
INC-12715,Ajmer,UPI Scam,23247,10:16,1-2 Hours,Mansarovar,"SBI ATM, Kaveri Path, Mansarovar"
INC-12716,Jaipur,Loan App Fraud,31969,13:00,12-24 Hours,Pratap Nagar,"Bank of Baroda ATM, Sector 11, Pratap Nagar"
INC-12717,Jaipur,Sextortion,79040,03:29,12-24 Hours,Jhotwara,"Kotak Mahindra ATM, Lata Circle, Jhotwara"
INC-12718,Alwar,Sextortion,258646,02:24,12-24 Hours,Jhotwara,"Bank of Baroda ATM, Panchawala, Jhotwara"
INC-12719,Bhilwara,UPI Scam,3635,19:10,1-2 Hours,Vaishali Nagar,"ICICI ATM, Hanuman Nagar, Vaishali Nagar"
INC-12720,Jaipur,KYC Fraud,24569,12:54,1-2 Hours,Vaishali Nagar,"Bank of Baroda ATM, Hanuman Nagar, Vaishali Nagar"
INC-12721,Jaipur,Job Fraud,53166,20:41,12-24 Hours,Jagatpura,"Kotak Mahindra ATM, SKIT College Road, Jagatpura"
INC-12722,Udaipur,Investment Scam,206292,23:37,12-24 Hours,Sitapura Industrial,"HDFC ATM, EPI Zone, Sitapura Industrial"
INC-12723,Bhilwara,UPI Scam,8658,11:28,1-2 Hours,Bani Park,"HDFC ATM, Kabir Marg, Bani Park"
INC-12724,Jaipur,Credit Card Cloning,260180,01:33,12-24 Hours,Vidyadhar Nagar,"SBI ATM, Central Spine, Vidyadhar Nagar"
INC-12725,Tonk,OLX Scam,18289,20:35,1-2 Hours,Vaishali Nagar,"Union Bank ATM, Gandhi Path, Vaishali Nagar"
INC-12726,Pali,Loan App Fraud,76760,05:07,12-24 Hours,Sitapura Industrial,"PNB ATM, Tonk Road Junction, Sitapura Industrial"
INC-12727,Ajmer,Investment Scam,256263,00:34,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, Tonk Road Junction, Sitapura Industrial"
INC-12728,Jaipur,OLX Scam,24789,09:22,1-2 Hours,Malviya Nagar,"PNB ATM, Calgiri Road, Malviya Nagar"
INC-12729,Pali,Credit Card Cloning,95952,01:07,12-24 Hours,Pratap Nagar,"Kotak Mahindra ATM, Sector 16 Market, Pratap Nagar"
INC-12730,Sikar,UPI Scam,6952,14:00,1-2 Hours,Malviya Nagar,"Kotak Mahindra ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-12731,Bhilwara,Loan App Fraud,92624,20:51,12-24 Hours,Malviya Nagar,"Kotak Mahindra ATM, JLN Marg, Malviya Nagar"
INC-12732,Udaipur,UPI Scam,23383,10:01,1-2 Hours,Malviya Nagar,"SBI ATM, Sector 3 Market, Malviya Nagar"
INC-12733,Pali,Loan App Fraud,48088,02:38,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, Tonk Road Junction, Sitapura Industrial"
INC-12734,Jodhpur,Credit Card Cloning,177247,22:12,12-24 Hours,Vidyadhar Nagar,"SBI ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-12735,Udaipur,Loan App Fraud,35431,17:47,12-24 Hours,Malviya Nagar,"Union Bank ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-12736,Kota,OLX Scam,21890,11:55,1-2 Hours,Malviya Nagar,"HDFC ATM, JLN Marg, Malviya Nagar"
