complaint_id,date,location_zone,complaint_type,payment_method,transaction_amount,withdrawal_zone,hour,day_of_week,month
620,2025-11-17,Zone_B,Online_Shopping_Fraud,UPI,60794,Zone_G,16,0,11
621,2025-12-08,Zone_F,Phishing,Credit_Card,15219,Zone_E,23,0,12
622,2025-05-25,Zone_D,Phishing,Credit_Card,29727,Zone_C,2,6,5
623,2025-11-23,Zone_B,UPI_Fraud,Debit_Card,8066,Zone_A,2,6,11
624,2025-08-05,Zone_H,Investment_Fraud,UPI,12806,Zone_B,5,1,8
625,2025-10-28,Zone_B,Card_Fraud,UPI,54322,Zone_F,12,1,10
626,2025-05-12,Zone_A,Investment_Fraud,Wallet,24542,Zone_E,23,0,5
627,2025-10-19,Zone_B,Investment_Fraud,Credit_Card,15586,Zone_C,14,6,10
628,2025-03-11,Zone_A,UPI_Fraud,UPI,17887,Zone_F,8,1,3
629,2025-09-09,Zone_E,UPI_Fraud,UPI,27542,Zone_D,3,1,9
630,2025-10-02,Zone_F,UPI_Fraud,Net_Banking,89924,Zone_B,13,3,10
631,2025-12-30,Zone_A,Online_Shopping_Fraud,Net_Banking,52118,Zone_C,4,1,12
632,2025-07-01,Zone_D,Investment_Fraud,UPI,92550,Zone_D,1,1,7
633,2025-06-16,Zone_G,Phishing,Wallet,18823,Zone_G,10,0,6
634,2025-04-01,Zone_F,Card_Fraud,UPI,18519,Zone_A,8,1,4
635,2025-07-21,Zone_A,Online_Shopping_Fraud,Debit_Card,75926,Zone_D,23,0,7
636,2025-12-12,Zone_F,Phishing,Credit_Card,41363,Zone_C,2,4,12
637,2025-01-19,Zone_H,Investment_Fraud,Wallet,10783,Zone_H,8,6,1
638,2025-02-08,Zone_F,UPI_Fraud,Debit_Card,18779,Zone_C,2,5,2
639,2025-05-06,Zone_F,Investment_Fraud,Wallet,47499,Zone_H,1,1,5
640,2025-06-22,Zone_E,Card_Fraud,Debit_Card,63280,Zone_G,11,6,6
641,2025-05-21,Zone_D,Online_Shopping_Fraud,Credit_Card,23408,Zone_A,9,2,5
642,2025-08-30,Zone_C,Online_Shopping_Fraud,Credit_Card,62084,Zone_H,8,5,8
643,2025-08-08,Zone_C,Card_Fraud,Net_Banking,50725,Zone_H,14,4,8
644,2025-05-06,Zone_A,Phishing,Debit_Card,38452,Zone_D,7,1,5
645,2025-02-27,Zone_F,Phishing,Net_Banking,38163,Zone_D,4,3,2
646,2025-05-28,Zone_A,Online_Shopping_Fraud,Debit_Card,61881,Zone_A,10,2,5
647,2025-11-13,Zone_E,Online_Shopping_Fraud,Net_Banking,48429,Zone_D,1,3,11
648,2025-12-27,Zone_E,UPI_Fraud,Credit_Card,9843,Zone_F,23,5,12
649,2025-01-01,Zone_B,Phishing,Wallet,76673,Zone_A,14,2,1
650,2025-12-14,Zone_H,Card_Fraud,Net_Banking,40291,Zone_B,5,6,12
651,2025-07-09,Zone_E,Phishing,Debit_Card,29634,Zone_H,7,2,7
652,2025-07-10,Zone_B,UPI_Fraud,Debit_Card,47601,Zone_C,4,3,7
653,2025-11-08,Zone_D,Online_Shopping_Fraud,Credit_Card,69943,Zone_B,15,5,11
654,2025-04-27,Zone_A,Online_Shopping_Fraud,Debit_Card,99611,Zone_H,17,6,4
655,2025-05-14,Zone_G,UPI_Fraud,UPI,58030,Zone_F,5,2,5
656,2025-02-27,Zone_D,Card_Fraud,Wallet,47299,Zone_H,4,3,2
657,2025-02-13,Zone_E,Online_Shopping_Fraud,Net_Banking,5327,Zone_H,15,3,2
658,2025-06-22,Zone_D,Investment_Fraud,Wallet,96643,Zone_H,12,6,6
659,2025-06-09,Zone_D,Online_Shopping_Fraud,Credit_Card,63153,Zone_G,4,0,6
660,2025-06-22,Zone_H,Investment_Fraud,Net_Banking,14199,Zone_F,12,6,6
661,2025-11-13,Zone_H,UPI_Fraud,Net_Banking,91919,Zone_E,16,3,11
662,2025-10-30,Zone_H,UPI_Fraud,UPI,5813,Zone_E,17,3,10
663,2025-05-29,Zone_D,Online_Shopping_Fraud,Credit_Card,14098,Zone_E,7,3,5
664,2025-03-21,Zone_E,Phishing,Debit_Card,29307,Zone_A,12,4,3
665,2025-08-01,Zone_G,Investment_Fraud,UPI,70923,Zone_D,18,4,8
666,2025-07-22,Zone_F,Card_Fraud,UPI,69890,Zone_F,2,1,7
667,2025-09-09,Zone_D,Online_Shopping_Fraud,Wallet,45726,Zone_B,23,1,9
668,2025-08-17,Zone_B,Card_Fraud,Wallet,60050,Zone_G,7,6,8
669,2025-06-13,Zone_E,Online_Shopping_Fraud,Wallet,80572,Zone_B,1,4,6
670,2025-08-15,Zone_D,Phishing,UPI,4058,Zone_B,7,4,8
671,2025-05-27,Zone_G,Phishing,Debit_Card,75808,Zone_B,12,1,5
672,2025-01-20,Zone_F,Phishing,Net_Banking,50613,Zone_G,12,0,1
673,2025-02-16,Zone_H,Phishing,Wallet,53499,Zone_E,0,6,2
674,2025-08-21,Zone_E,UPI_Fraud,Debit_Card,56378,Zone_B,5,3,8
675,2025-11-01,Zone_C,UPI_Fraud,Credit_Card,36843,Zone_G,23,5,11
676,2025-01-14,Zone_F,Investment_Fraud,Wallet,58719,Zone_G,18,1,1
677,2025-05-23,Zone_B,Card_Fraud,Net_Banking,35686,Zone_D,15,4,5
678,2025-01-01,Zone_D,Online_Shopping_Fraud,Credit_Card,37466,Zone_G,7,2,1
679,2025-02-23,Zone_G,Online_Shopping_Fraud,Credit_Card,34269,Zone_E,0,6,2
680,2025-09-16,Zone_C,UPI_Fraud,Net_Banking,53718,Zone_B,15,1,9
681,2025-05-24,Zone_G,Online_Shopping_Fraud,Wallet,19729,Zone_G,8,5,5
682,2025-01-12,Zone_C,UPI_Fraud,UPI,75709,Zone_A,12,6,1
683,2025-11-26,Zone_E,Investment_Fraud,Net_Banking,28377,Zone_G,10,2,11
684,2025-08-12,Zone_C,Card_Fraud,Net_Banking,58501,Zone_C,12,1,8
685,2025-09-29,Zone_B,Investment_Fraud,Net_Banking,97637,Zone_C,20,0,9
686,2025-12-24,Zone_B,Phishing,Credit_Card,38584,Zone_C,9,2,12
687,2025-06-05,Zone_A,Phishing,Debit_Card,82280,Zone_G,3,3,6
688,2025-01-08,Zone_B,Phishing,UPI,93392,Zone_E,5,2,1
689,2025-05-02,Zone_F,Investment_Fraud,Wallet,17306,Zone_B,6,4,5
690,2025-12-14,Zone_C,Online_Shopping_Fraud,Wallet,89135,Zone_F,4,6,12
691,2025-06-13,Zone_B,Card_Fraud,Debit_Card,37534,Zone_F,10,4,6
692,2025-03-31,Zone_E,Phishing,Net_Banking,40817,Zone_F,12,0,3
693,2025-05-16,Zone_G,Phishing,UPI,55968,Zone_E,18,4,5
694,2025-07-05,Zone_H,Phishing,Wallet,19594,Zone_D,22,5,7
695,2025-11-12,Zone_G,Card_Fraud,Wallet,58296,Zone_H,9,2,11
696,2025-06-27,Zone_A,Phishing,Net_Banking,11089,Zone_A,9,4,6
697,2025-01-28,Zone_G,Card_Fraud,Debit_Card,57721,Zone_A,10,1,1
698,2025-08-08,Zone_C,Phishing,UPI,2157,Zone_C,20,4,8
699,2025-12-23,Zone_A,Investment_Fraud,Debit_Card,98800,Zone_C,6,1,12
700,2025-02-10,Zone_C,Investment_Fraud,Debit_Card,40031,Zone_G,17,0,2
701,2025-08-16,Zone_E,Card_Fraud,UPI,52727,Zone_F,3,5,8
702,2025-07-11,Zone_A,Investment_Fraud,UPI,3664,Zone_G,1,4,7
703,2025-05-25,Zone_D,Card_Fraud,Wallet,93578,Zone_H,13,6,5
704,2025-07-20,Zone_F,Investment_Fraud,Wallet,84473,Zone_F,12,6,7
705,2025-07-31,Zone_F,Investment_Fraud,UPI,41747,Zone_C,11,3,7
706,2025-08-08,Zone_C,Card_Fraud,Credit_Card,20101,Zone_B,6,4,8
707,2025-08-28,Zone_G,Online_Shopping_Fraud,Wallet,94466,Zone_D,1,3,8
708,2025-02-15,Zone_H,Investment_Fraud,Credit_Card,51099,Zone_G,12,5,2
709,2025-02-04,Zone_H,Phishing,UPI,72045,Zone_D,13,1,2
710,2025-09-10,Zone_D,Online_Shopping_Fraud,Wallet,5052,Zone_D,16,2,9
711,2025-03-23,Zone_A,Card_Fraud,Debit_Card,9917,Zone_D,8,6,3
712,2025-09-13,Zone_D,Online_Shopping_Fraud,UPI,59079,Zone_C,16,5,9
713,2025-07-16,Zone_D,UPI_Fraud,Net_Banking,68707,Zone_A,7,2,7
714,2025-10-30,Zone_G,UPI_Fraud,Credit_Card,72555,Zone_C,1,3,10
715,2025-01-10,Zone_H,Investment_Fraud,UPI,78770,Zone_D,23,4,1
716,2025-11-08,Zone_A,Investment_Fraud,UPI,4222,Zone_C,12,5,11
717,2025-10-13,Zone_E,Phishing,Wallet,70942,Zone_D,2,0,10
718,2025-08-30,Zone_G,Online_Shopping_Fraud,Wallet,96132,Zone_E,15,5,8
719,2025-09-08,Zone_D,UPI_Fraud,Wallet,40531,Zone_F,5,0,9
720,2025-12-31,Zone_D,Investment_Fraud,Net_Banking,79735,Zone_A,18,2,12
721,2025-01-05,Zone_E,Online_Shopping_Fraud,Wallet,21938,Zone_E,6,6,1
722,2025-04-29,Zone_D,Investment_Fraud,UPI,59319,Zone_B,9,1,4
723,2025-10-16,Zone_D,Investment_Fraud,Wallet,44356,Zone_C,8,3,10
724,2025-03-06,Zone_D,UPI_Fraud,Debit_Card,34076,Zone_B,1,3,3
725,2025-05-26,Zone_F,UPI_Fraud,Wallet,42438,Zone_G,14,0,5
726,2025-08-12,Zone_G,Investment_Fraud,Net_Banking,49528,Zone_C,4,1,8
727,2025-08-27,Zone_B,Card_Fraud,Debit_Card,60307,Zone_H,21,2,8
728,2025-06-26,Zone_G,Investment_Fraud,UPI,50377,Zone_H,3,3,6
729,2025-09-24,Zone_E,Investment_Fraud,UPI,98283,Zone_F,19,2,9
730,2025-12-07,Zone_D,Phishing,Credit_Card,43961,Zone_E,3,6,12
731,2025-10-09,Zone_G,Phishing,Debit_Card,93974,Zone_F,17,3,10
732,2025-03-04,Zone_F,Phishing,Credit_Card,40969,Zone_G,3,1,3
733,2025-08-05,Zone_H,Card_Fraud,Debit_Card,83636,Zone_D,16,1,8
734,2025-12-08,Zone_E,Card_Fraud,Debit_Card,20935,Zone_F,11,0,12
735,2025-11-11,Zone_C,Investment_Fraud,Net_Banking,84617,Zone_F,21,1,11
736,2025-10-10,Zone_G,Phishing,Credit_Card,14691,Zone_H,16,4,10
737,2025-06-26,Zone_C,Card_Fraud,Net_Banking,85226,Zone_D,9,3,6
738,2025-04-08,Zone_D,UPI_Fraud,Debit_Card,27886,Zone_H,21,1,4
739,2025-04-15,Zone_F,Investment_Fraud,UPI,32221,Zone_C,0,1,4
740,2025-04-09,Zone_F,Online_Shopping_Fraud,Debit_Card,55286,Zone_D,21,2,4
741,2025-11-07,Zone_G,Investment_Fraud,Net_Banking,14204,Zone_E,23,4,11
742,2025-01-06,Zone_E,Online_Shopping_Fraud,Credit_Card,57135,Zone_F,17,0,1
743,2025-07-16,Zone_E,Phishing,Credit_Card,2623,Zone_H,17,2,7
744,2025-12-17,Zone_F,Online_Shopping_Fraud,Net_Banking,91210,Zone_D,13,2,12
745,2025-05-13,Zone_E,Phishing,Credit_Card,63493,Zone_G,14,1,5
746,2025-12-24,Zone_F,UPI_Fraud,Wallet,80622,Zone_G,11,2,12
747,2025-09-16,Zone_G,Online_Shopping_Fraud,UPI,98012,Zone_F,3,1,9
748,2025-01-23,Zone_B,Investment_Fraud,UPI,25916,Zone_E,2,3,1
749,2025-02-22,Zone_F,Phishing,UPI,2314,Zone_B,19,5,2
750,2025-06-14,Zone_C,Investment_Fraud,Credit_Card,79037,Zone_H,11,5,6
751,2025-07-21,Zone_E,Card_Fraud,Credit_Card,50758,Zone_E,6,0,7
752,2025-03-24,Zone_F,Phishing,Debit_Card,17008,Zone_A,10,0,3
753,2025-05-25,Zone_F,Online_Shopping_Fraud,Debit_Card,85666,Zone_A,0,6,5
754,2025-03-26,Zone_G,Phishing,UPI,79416,Zone_A,5,2,3
755,2025-03-19,Zone_E,Investment_Fraud,Wallet,36199,Zone_F,14,2,3
756,2025-01-01,Zone_B,UPI_Fraud,Debit_Card,46835,Zone_G,14,2,1
757,2025-02-20,Zone_G,Phishing,Debit_Card,47306,Zone_C,18,3,2
758,2025-06-22,Zone_B,Online_Shopping_Fraud,Credit_Card,78353,Zone_H,10,6,6
759,2025-07-24,Zone_H,Card_Fraud,Wallet,64268,Zone_G,22,3,7
760,2025-09-17,Zone_G,UPI_Fraud,UPI,36239,Zone_C,1,2,9
761,2025-10-15,Zone_E,Card_Fraud,Debit_Card,35285,Zone_C,13,2,10
762,2025-02-03,Zone_A,Phishing,Wallet,32480,Zone_G,1,0,2
763,2025-12-14,Zone_E,Investment_Fraud,Wallet,89835,Zone_H,3,6,12
764,2025-04-05,Zone_E,Investment_Fraud,UPI,95202,Zone_F,16,5,4
765,2025-03-13,Zone_B,Online_Shopping_Fraud,Wallet,85516,Zone_E,2,3,3
766,2025-02-08,Zone_B,Investment_Fraud,Wallet,2109,Zone_C,12,5,2
767,2025-06-03,Zone_E,UPI_Fraud,Wallet,66753,Zone_B,8,1,6
768,2025-09-07,Zone_E,Investment_Fraud,Debit_Card,85981,Zone_G,6,6,9
769,2025-06-11,Zone_E,Online_Shopping_Fraud,UPI,91628,Zone_G,14,2,6
770,2025-04-28,Zone_B,Phishing,Wallet,28641,Zone_A,22,0,4
771,2025-09-16,Zone_E,Phishing,Wallet,30509,Zone_E,10,1,9
772,2025-11-02,Zone_E,Investment_Fraud,Debit_Card,7282,Zone_A,19,6,11
773,2025-09-25,Zone_H,Card_Fraud,UPI,92572,Zone_G,1,3,9
774,2025-02-23,Zone_D,Phishing,Credit_Card,99852,Zone_G,14,6,2
775,2025-08-24,Zone_A,Investment_Fraud,Debit_Card,26433,Zone_C,13,6,8
776,2025-08-10,Zone_C,Online_Shopping_Fraud,UPI,77654,Zone_E,19,6,8
777,2025-09-08,Zone_A,Investment_Fraud,Wallet,8807,Zone_D,21,0,9
778,2025-11-09,Zone_D,Phishing,UPI,92707,Zone_B,10,6,11
779,2025-04-22,Zone_C,Online_Shopping_Fraud,UPI,76374,Zone_H,2,1,4
780,2025-09-12,Zone_G,Investment_Fraud,UPI,38846,Zone_C,16,4,9
781,2025-10-30,Zone_E,UPI_Fraud,Credit_Card,51272,Zone_G,11,3,10
782,2025-07-26,Zone_D,Online_Shopping_Fraud,UPI,72584,Zone_H,23,5,7
783,2025-08-17,Zone_H,UPI_Fraud,Credit_Card,40649,Zone_C,20,6,8
784,2025-12-07,Zone_G,Card_Fraud,Wallet,87200,Zone_B,14,6,12
785,2025-03-07,Zone_E,Online_Shopping_Fraud,Credit_Card,28026,Zone_G,15,4,3
786,2025-03-16,Zone_B,UPI_Fraud,Wallet,97258,Zone_B,4,6,3
787,2025-04-13,Zone_F,Phishing,Wallet,86212,Zone_H,19,6,4
788,2025-07-11,Zone_D,Phishing,Credit_Card,68977,Zone_D,5,4,7
789,2025-09-09,Zone_B,Card_Fraud,Debit_Card,6195,Zone_C,18,1,9
790,2025-08-14,Zone_D,Online_Shopping_Fraud,Net_Banking,39669,Zone_F,4,3,8
791,2025-10-21,Zone_H,Online_Shopping_Fraud,UPI,48447,Zone_C,2,1,10
792,2025-11-02,Zone_D,Online_Shopping_Fraud,Net_Banking,47724,Zone_A,0,6,11
793,2025-04-08,Zone_B,Card_Fraud,UPI,46365,Zone_E,5,1,4
794,2025-12-04,Zone_H,Online_Shopping_Fraud,UPI,26053,Zone_E,14,3,12
795,2025-10-13,Zone_C,Phishing,Wallet,60910,Zone_A,1,0,10
796,2025-12-01,Zone_A,UPI_Fraud,UPI,91395,Zone_G,2,0,12
797,2025-12-13,Zone_E,Phishing,UPI,25316,Zone_E,16,5,12
798,2025-11-04,Zone_D,Phishing,Credit_Card,55526,Zone_B,23,1,11
799,2025-09-06,Zone_E,UPI_Fraud,Net_Banking,51205,Zone_H,11,5,9
800,2025-06-15,Zone_F,Phishing,Credit_Card,62422,Zone_H,17,6,6
801,2025-12-01,Zone_B,Card_Fraud,UPI,74414,Zone_E,14,0,12
802,2025-01-30,Zone_E,UPI_Fraud,Wallet,2381,Zone_E,11,3,1
803,2025-09-04,Zone_B,Phishing,Credit_Card,40067,Zone_A,15,3,9
804,2025-04-16,Zone_E,Investment_Fraud,Credit_Card,47865,Zone_G,7,2,4
805,2025-02-20,Zone_A,Phishing,Debit_Card,79711,Zone_D,13,3,2
806,2025-03-22,Zone_A,Card_Fraud,UPI,70622,Zone_E,16,5,3
807,2025-05-13,Zone_H,Online_Shopping_Fraud,Wallet,25506,Zone_F,20,1,5
808,2025-10-12,Zone_A,Phishing,Credit_Card,41698,Zone_E,7,6,10
809,2025-05-18,Zone_H,Online_Shopping_Fraud,Credit_Card,23331,Zone_D,14,6,5
810,2025-07-03,Zone_A,Investment_Fraud,Wallet,16959,Zone_A,13,3,7
811,2025-11-26,Zone_A,Phishing,UPI,32943,Zone_D,17,2,11
812,2025-09-30,Zone_A,UPI_Fraud,Debit_Card,42816,Zone_A,19,1,9
813,2025-12-06,Zone_B,Online_Shopping_Fraud,Credit_Card,96631,Zone_B,6,5,12
814,2025-03-10,Zone_D,Investment_Fraud,Debit_Card,64986,Zone_A,2,0,3
815,2025-02-03,Zone_H,UPI_Fraud,Net_Banking,6377,Zone_B,11,0,2
816,2025-09-19,Zone_E,UPI_Fraud,UPI,40053,Zone_B,20,4,9
817,2025-02-22,Zone_A,UPI_Fraud,Net_Banking,5422,Zone_A,23,5,2
818,2025-07-24,Zone_B,UPI_Fraud,Net_Banking,5186,Zone_F,2,3,7
819,2025-05-06,Zone_B,Phishing,Net_Banking,33266,Zone_C,19,1,5
820,2025-08-23,Zone_B,Phishing,UPI,80443,Zone_A,13,5,8
821,2025-02-12,Zone_H,Phishing,UPI,32506,Zone_E,14,2,2
822,2025-08-28,Zone_D,Investment_Fraud,Wallet,31922,Zone_F,13,3,8
823,2025-04-21,Zone_H,Investment_Fraud,Debit_Card,12705,Zone_F,6,0,4
824,2025-09-06,Zone_E,Investment_Fraud,Debit_Card,87090,Zone_E,16,5,9
825,2025-05-31,Zone_D,Card_Fraud,Wallet,24027,Zone_C,11,5,5
826,2025-07-02,Zone_C,Investment_Fraud,Wallet,18943,Zone_F,19,2,7
827,2025-12-02,Zone_G,Phishing,Net_Banking,17024,Zone_B,3,1,12
828,2025-04-05,Zone_B,Phishing,Wallet,28702,Zone_H,8,5,4
829,2025-01-08,Zone_H,Card_Fraud,Credit_Card,66052,Zone_C,5,2,1
830,2025-12-26,Zone_C,Card_Fraud,Debit_Card,46642,Zone_G,15,4,12
831,2025-07-03,Zone_F,Investment_Fraud,Wallet,62192,Zone_E,21,3,7
832,2025-10-08,Zone_H,Online_Shopping_Fraud,Credit_Card,82884,Zone_C,21,2,10
833,2025-07-14,Zone_A,Card_Fraud,Credit_Card,21355,Zone_A,20,0,7
834,2025-12-18,Zone_G,UPI_Fraud,Credit_Card,84247,Zone_H,20,3,12
835,2025-07-14,Zone_A,Phishing,Credit_Card,60872,Zone_C,1,0,7
836,2025-06-04,Zone_D,UPI_Fraud,Net_Banking,25595,Zone_B,23,2,6
837,2025-04-03,Zone_G,Phishing,Credit_Card,39224,Zone_H,7,3,4
838,2025-06-09,Zone_H,Phishing,Net_Banking,49741,Zone_A,10,0,6
839,2025-03-02,Zone_E,Card_Fraud,Net_Banking,52503,Zone_D,12,6,3
840,2025-05-02,Zone_C,Card_Fraud,Credit_Card,68879,Zone_E,16,4,5
841,2025-02-20,Zone_E,UPI_Fraud,Debit_Card,95337,Zone_H,7,3,2
842,2025-10-04,Zone_H,Phishing,Credit_Card,92496,Zone_E,20,5,10
843,2025-01-05,Zone_D,UPI_Fraud,Credit_Card,97954,Zone_C,17,6,1
844,2025-04-02,Zone_A,Online_Shopping_Fraud,Credit_Card,94783,Zone_F,17,2,4
845,2025-06-19,Zone_G,UPI_Fraud,Debit_Card,16472,Zone_A,13,3,6
846,2025-11-13,Zone_E,Investment_Fraud,UPI,94346,Zone_D,14,3,11
847,2025-01-22,Zone_H,UPI_Fraud,UPI,23427,Zone_A,5,2,1
848,2025-11-22,Zone_E,Investment_Fraud,Net_Banking,67130,Zone_E,10,5,11
849,2025-01-01,Zone_H,Investment_Fraud,Net_Banking,52847,Zone_A,12,2,1
850,2025-05-13,Zone_A,Investment_Fraud,Debit_Card,89360,Zone_D,0,1,5
851,2025-08-21,Zone_G,Online_Shopping_Fraud,Wallet,86710,Zone_F,5,3,8
852,2025-01-12,Zone_C,UPI_Fraud,UPI,70018,Zone_C,8,6,1
853,2025-12-12,Zone_A,UPI_Fraud,Net_Banking,45783,Zone_B,7,4,12
854,2025-02-15,Zone_E,Online_Shopping_Fraud,UPI,81826,Zone_A,10,5,2
855,2025-02-03,Zone_C,Phishing,Debit_Card,12705,Zone_H,21,0,2
856,2025-03-19,Zone_H,Card_Fraud,Debit_Card,90374,Zone_B,18,2,3
857,2025-08-06,Zone_C,UPI_Fraud,Wallet,13248,Zone_E,23,2,8
858,2025-10-28,Zone_H,Card_Fraud,Wallet,21597,Zone_C,8,1,10
859,2025-03-14,Zone_A,Online_Shopping_Fraud,Debit_Card,3592,Zone_G,16,4,3
860,2025-10-09,Zone_E,Phishing,Net_Banking,53811,Zone_C,11,3,10
861,2025-09-06,Zone_D,Phishing,UPI,23192,Zone_A,13,5,9
862,2025-02-16,Zone_E,Phishing,Credit_Card,24362,Zone_H,14,6,2
863,2025-05-01,Zone_H,Online_Shopping_Fraud,Wallet,90896,Zone_F,15,3,5
864,2025-08-02,Zone_B,Investment_Fraud,Credit_Card,80007,Zone_C,21,5,8
865,2025-08-27,Zone_G,Investment_Fraud,Net_Banking,80652,Zone_A,21,2,8
866,2025-02-25,Zone_F,Card_Fraud,Wallet,70969,Zone_A,19,1,2
867,2025-12-16,Zone_D,Investment_Fraud,Credit_Card,5426,Zone_B,0,1,12
868,2025-04-17,Zone_C,Investment_Fraud,Net_Banking,91799,Zone_C,9,3,4
869,2025-11-15,Zone_D,Phishing,UPI,4469,Zone_A,7,5,11
870,2025-02-17,Zone_G,Phishing,Net_Banking,36233,Zone_B,17,0,2
871,2025-03-02,Zone_C,Card_Fraud,Wallet,70355,Zone_H,0,6,3
872,2025-12-03,Zone_G,UPI_Fraud,Debit_Card,42243,Zone_D,1,2,12
873,2025-01-26,Zone_C,Card_Fraud,UPI,40376,Zone_H,0,6,1
874,2025-10-19,Zone_D,Card_Fraud,Credit_Card,20823,Zone_G,0,6,10
875,2025-09-14,Zone_C,Online_Shopping_Fraud,Wallet,16928,Zone_B,8,6,9
876,2025-01-08,Zone_C,Online_Shopping_Fraud,Debit_Card,35078,Zone_B,12,2,1
877,2025-04-23,Zone_B,Card_Fraud,Net_Banking,86986,Zone_A,0,2,4
878,2025-12-21,Zone_E,Card_Fraud,Debit_Card,64640,Zone_E,12,6,12
879,2025-09-10,Zone_E,Card_Fraud,Wallet,84329,Zone_E,19,2,9
880,2025-06-29,Zone_F,Investment_Fraud,Wallet,6864,Zone_F,21,6,6
881,2025-07-26,Zone_F,Online_Shopping_Fraud,Debit_Card,35849,Zone_E,6,5,7
882,2025-10-30,Zone_H,Card_Fraud,Net_Banking,1191,Zone_B,1,3,10
883,2025-05-07,Zone_H,Phishing,Debit_Card,96098,Zone_F,5,2,5
884,2025-02-25,Zone_H,Phishing,Wallet,66967,Zone_H,6,1,2
885,2025-08-02,Zone_B,Investment_Fraud,Wallet,46396,Zone_A,13,5,8
886,2025-01-14,Zone_F,Investment_Fraud,Credit_Card,57562,Zone_H,17,1,1
887,2025-01-28,Zone_G,UPI_Fraud,Credit_Card,97766,Zone_C,14,1,1
888,2025-03-19,Zone_H,UPI_Fraud,UPI,80262,Zone_G,1,2,3
889,2025-08-04,Zone_H,UPI_Fraud,Wallet,14361,Zone_G,9,0,8
890,2025-12-31,Zone_D,Investment_Fraud,Credit_Card,97337,Zone_B,22,2,12
891,2025-06-03,Zone_A,Investment_Fraud,Debit_Card,88802,Zone_B,11,1,6
892,2025-01-14,Zone_G,Investment_Fraud,Net_Banking,64428,Zone_F,16,1,1
893,2025-07-06,Zone_H,Phishing,Debit_Card,83731,Zone_A,7,6,7
894,2025-11-08,Zone_H,Investment_Fraud,Net_Banking,41847,Zone_D,10,5,11
895,2025-01-07,Zone_H,Phishing,Credit_Card,3621,Zone_B,2,1,1
896,2025-01-03,Zone_A,UPI_Fraud,UPI,84293,Zone_D,5,4,1
897,2025-04-21,Zone_A,UPI_Fraud,Debit_Card,28664,Zone_H,8,0,4
898,2025-08-26,Zone_B,UPI_Fraud,Debit_Card,25991,Zone_D,5,1,8
899,2025-12-29,Zone_G,Card_Fraud,Debit_Card,59722,Zone_E,8,0,12
900,2025-08-27,Zone_B,Card_Fraud,Net_Banking,23665,Zone_A,6,2,8
901,2025-10-01,Zone_C,Online_Shopping_Fraud,Credit_Card,4248,Zone_G,8,2,10
902,2025-10-21,Zone_A,Online_Shopping_Fraud,Debit_Card,99081,Zone_G,17,1,10
903,2025-08-15,Zone_D,Online_Shopping_Fraud,Debit_Card,27053,Zone_D,11,4,8
904,2025-01-15,Zone_F,Card_Fraud,UPI,60880,Zone_G,7,2,1
905,2025-07-11,Zone_D,Card_Fraud,UPI,44831,Zone_H,7,4,7
906,2025-04-29,Zone_F,Online_Shopping_Fraud,Credit_Card,96533,Zone_A,17,1,4
907,2025-01-28,Zone_A,Online_Shopping_Fraud,Credit_Card,97344,Zone_E,19,1,1
908,2025-07-21,Zone_A,Investment_Fraud,Wallet,40060,Zone_A,14,0,7
909,2025-02-08,Zone_A,Online_Shopping_Fraud,UPI,54365,Zone_B,6,5,2
910,2025-09-30,Zone_B,Investment_Fraud,Wallet,47186,Zone_D,10,1,9
911,2025-08-19,Zone_G,Phishing,Net_Banking,76410,Zone_A,19,1,8
912,2025-03-27,Zone_F,Card_Fraud,Wallet,5175,Zone_H,15,3,3
913,2025-05-06,Zone_G,Online_Shopping_Fraud,Debit_Card,67206,Zone_G,3,1,5
914,2025-10-27,Zone_B,Card_Fraud,Wallet,78486,Zone_C,5,0,10
915,2025-01-25,Zone_B,Card_Fraud,Credit_Card,76716,Zone_A,21,5,1
916,2025-05-25,Zone_E,Card_Fraud,Net_Banking,10568,Zone_D,2,6,5
917,2025-01-13,Zone_D,Phishing,Debit_Card,54960,Zone_E,8,0,1
918,2025-07-31,Zone_D,UPI_Fraud,Wallet,46918,Zone_G,9,3,7
919,2025-01-25,Zone_C,Online_Shopping_Fraud,Net_Banking,26706,Zone_E,13,5,1
920,2025-03-09,Zone_H,UPI_Fraud,Net_Banking,787,Zone_D,10,6,3
921,2025-03-08,Zone_B,UPI_Fraud,Debit_Card,22837,Zone_G,17,5,3
922,2025-08-21,Zone_F,UPI_Fraud,Wallet,21166,Zone_B,21,3,8
923,2025-04-19,Zone_E,Card_Fraud,Net_Banking,1661,Zone_G,11,5,4
924,2025-05-26,Zone_E,Investment_Fraud,Net_Banking,90571,Zone_B,22,0,5
925,2025-04-21,Zone_H,Card_Fraud,UPI,98564,Zone_E,11,0,4
926,2025-08-16,Zone_G,Card_Fraud,Net_Banking,39251,Zone_E,12,5,8
927,2025-04-21,Zone_H,UPI_Fraud,UPI,82563,Zone_D,12,0,4
928,2025-02-03,Zone_H,Card_Fraud,Wallet,89889,Zone_B,18,0,2
929,2025-04-21,Zone_H,UPI_Fraud,Wallet,15258,Zone_E,18,0,4
930,2025-09-21,Zone_D,Investment_Fraud,Wallet,66280,Zone_B,22,6,9
931,2025-08-24,Zone_B,Online_Shopping_Fraud,Credit_Card,3678,Zone_E,13,6,8
